,pred,true,pred prob
60,1,1,"[0.0024176817387342453, 0.8219706416130066, 0.15061619877815247, 0.02499549277126789]"
61,3,3,"[0.04810748249292374, 0.10228127986192703, 0.23639121651649475, 0.6132200956344604]"
62,2,2,"[0.007018680218607187, 0.02376589924097061, 0.9561640620231628, 0.013051426969468594]"
63,1,1,"[0.0019143332028761506, 0.98434978723526, 0.0027141221798956394, 0.011021770536899567]"
64,2,2,"[0.0004653336654882878, 0.11733054369688034, 0.8447628021240234, 0.03744134306907654]"
65,0,0,"[0.7362354397773743, 0.132246196269989, 0.11855538189411163, 0.012962996028363705]"
66,2,2,"[0.2470247745513916, 0.0562468022108078, 0.6946437358856201, 0.0020847301930189133]"
67,2,2,"[0.003824178595095873, 0.21958614885807037, 0.7642936110496521, 0.012296038679778576]"
68,1,1,"[0.005675506312400103, 0.9327561259269714, 0.016155829653143883, 0.045412495732307434]"
69,0,0,"[0.985918402671814, 0.010073822923004627, 0.0019578037317842245, 0.002049948088824749]"
70,3,3,"[0.00014795798051636666, 0.032141461968421936, 0.09232909232378006, 0.8753815293312073]"
71,3,3,"[0.000466955330921337, 0.19883981347084045, 0.028403209522366524, 0.7722901105880737]"
72,3,3,"[1.795576827134937e-05, 0.08969003707170486, 0.05652465298771858, 0.8537673354148865]"
73,3,3,"[2.046103145403322e-05, 0.21793702244758606, 0.03805963695049286, 0.7439829707145691]"
74,2,2,"[2.584030880825594e-05, 0.05091878026723862, 0.752387285232544, 0.1966681033372879]"
75,3,3,"[1.4306328921520617e-05, 0.1243772879242897, 0.03375962749123573, 0.8418487906455994]"
76,2,2,"[0.07092604041099548, 0.02123643457889557, 0.9072101712226868, 0.000627314206212759]"
77,2,2,"[9.238676284439862e-05, 0.24854286015033722, 0.7494198083877563, 0.0019449715036898851]"
78,3,3,"[0.011003848165273666, 0.23556101322174072, 0.0045814416371285915, 0.7488537430763245]"
79,0,0,"[0.9653930068016052, 0.0009438245324417949, 0.03362307325005531, 4.007497045677155e-05]"
80,1,1,"[0.0077811069786548615, 0.9209892749786377, 0.07059523463249207, 0.0006343713612295687]"
81,1,1,"[8.452318434137851e-05, 0.7531628012657166, 0.13305553793907166, 0.11369717121124268]"
82,1,1,"[4.980148878530599e-05, 0.6182476282119751, 0.0479668565094471, 0.33373570442199707]"
83,1,1,"[0.000278331630397588, 0.9260938167572021, 0.0454559363424778, 0.028171954676508904]"
84,2,2,"[0.014842476695775986, 0.04888395220041275, 0.9347348809242249, 0.0015386624727398157]"
85,0,0,"[0.7824543118476868, 0.04247185215353966, 0.07165833562612534, 0.10341555625200272]"
86,2,1,"[0.00018051036749966443, 0.3618333041667938, 0.5841376185417175, 0.05384853482246399]"
87,3,3,"[3.449260475463234e-05, 0.08314450830221176, 0.09338360279798508, 0.8234373331069946]"
88,3,3,"[0.00046186838881112635, 0.050229426473379135, 0.042313557118177414, 0.9069951772689819]"
89,1,1,"[0.004855680279433727, 0.7033162713050842, 0.28171655535697937, 0.01011147815734148]"
90,2,2,"[0.0594642274081707, 0.04954907298088074, 0.8909767270088196, 9.976423825719394e-06]"
91,2,2,"[0.005661799572408199, 0.053010500967502594, 0.9271710515022278, 0.014156706631183624]"
92,3,3,"[3.5338780435267836e-05, 0.09514820575714111, 0.0761503279209137, 0.8286660313606262]"
93,3,3,"[0.0009246667032130063, 0.25799521803855896, 0.012983611784875393, 0.7280965447425842]"
94,3,3,"[0.0017653878312557936, 0.07034986466169357, 0.20377886295318604, 0.7241058945655823]"
95,0,0,"[0.8476755023002625, 0.010792047716677189, 0.14015653729438782, 0.0013758947607129812]"
96,2,2,"[0.007672014646232128, 0.01315983198583126, 0.9785966873168945, 0.0005715214647352695]"
97,2,0,"[0.4162154495716095, 0.03453122451901436, 0.4597811996936798, 0.08947209268808365]"
98,0,0,"[0.9049486517906189, 0.003108698409050703, 0.09046371281147003, 0.0014788992702960968]"
99,0,0,"[0.8753359913825989, 0.11339588463306427, 0.010364462621510029, 0.0009036777191795409]"
100,0,0,"[0.7983858585357666, 0.14461763203144073, 0.03332015499472618, 0.023676332086324692]"
101,0,0,"[0.8601465821266174, 0.058044932782649994, 0.07424189150333405, 0.007566672749817371]"
102,0,0,"[0.8755783438682556, 0.07373546808958054, 0.011833288706839085, 0.038852885365486145]"
103,2,2,"[8.041790715651587e-05, 0.060963235795497894, 0.49210697412490845, 0.44684934616088867]"
104,1,1,"[0.004673098213970661, 0.7445829510688782, 0.2439146488904953, 0.006829285994172096]"
105,2,2,"[0.051682256162166595, 0.0030025236774235964, 0.9286219477653503, 0.01669323444366455]"
106,0,0,"[0.9824953079223633, 0.006927375216037035, 0.009255602955818176, 0.0013216260122135282]"
107,3,3,"[1.842120400397107e-05, 0.10669803619384766, 0.03572079539299011, 0.857562780380249]"
108,1,1,"[3.333539643790573e-05, 0.9606708884239197, 0.03048744425177574, 0.00880841352045536]"
109,3,3,"[1.6936524843913503e-05, 0.18807657063007355, 0.0016413346165791154, 0.8102651834487915]"
110,2,2,"[0.002866891445592046, 0.007875862531363964, 0.9826434254646301, 0.006613795179873705]"
111,0,0,"[0.5827279686927795, 0.3994852304458618, 0.017665158957242966, 0.00012167571549070999]"
112,3,3,"[8.307948155561462e-05, 0.02808046154677868, 5.6028831750154495e-05, 0.9717804193496704]"
113,3,3,"[0.00010406306682853028, 0.058205295354127884, 0.18611299991607666, 0.755577564239502]"
114,2,2,"[7.278523844433948e-05, 0.030837522819638252, 0.7034165263175964, 0.26567310094833374]"
115,2,2,"[0.00045730662532150745, 0.16560682654380798, 0.6064017415046692, 0.22753416001796722]"
116,1,1,"[0.00491380225867033, 0.9473309516906738, 0.03636578097939491, 0.011389533057808876]"
117,2,2,"[0.09676171094179153, 0.02693711780011654, 0.8738240003585815, 0.0024771522730588913]"
118,2,2,"[0.032044000923633575, 0.3544307351112366, 0.5399085879325867, 0.07361669838428497]"
119,2,2,"[0.014112075790762901, 0.2488155961036682, 0.7346669435501099, 0.002405352657660842]"
120,1,1,"[0.0003287644067313522, 0.993796706199646, 0.004388201981782913, 0.001486307824961841]"
121,3,3,"[7.986284799699206e-06, 0.22882118821144104, 0.0222394447773695, 0.7489314079284668]"
122,2,2,"[0.06514829397201538, 0.009324444457888603, 0.9254313111305237, 9.598993347026408e-05]"
123,1,1,"[0.013179980218410492, 0.9353237152099609, 0.050947219133377075, 0.0005489741452038288]"
124,2,2,"[0.012223102152347565, 0.00566370552405715, 0.9756810665130615, 0.006432102061808109]"
125,0,0,"[0.6149648427963257, 0.3276210427284241, 0.05047914385795593, 0.0069349477998912334]"
126,3,3,"[0.0001994934573303908, 0.12149020284414291, 0.03252481669187546, 0.8457854986190796]"
127,3,3,"[0.00010643679706845433, 0.07276532053947449, 0.06175028160214424, 0.8653779625892639]"
128,3,3,"[0.3407040536403656, 0.12997214496135712, 0.0026672149542719126, 0.5266565680503845]"
129,3,3,"[6.669710273854434e-05, 0.03135310113430023, 0.004869948141276836, 0.9637102484703064]"
130,1,1,"[0.07047177851200104, 0.8560974597930908, 0.07203761488199234, 0.0013931241119280457]"
131,0,0,"[0.6392269134521484, 0.12058921903371811, 0.23458148539066315, 0.005602365359663963]"
132,0,0,"[0.9901303648948669, 0.005986399482935667, 0.003685685805976391, 0.00019756607071030885]"
133,3,3,"[0.003287462517619133, 0.14743132889270782, 0.05321778729557991, 0.7960634827613831]"
134,2,2,"[0.002702332567423582, 0.25508901476860046, 0.6088453531265259, 0.13336333632469177]"
135,3,3,"[0.0001079733410733752, 0.1362665295600891, 0.29048070311546326, 0.5731447339057922]"
136,3,3,"[0.00680727930739522, 0.05165932700037956, 0.4115101099014282, 0.5300232768058777]"
137,3,3,"[1.849288855737541e-05, 0.12168911844491959, 0.025203390046954155, 0.8530890345573425]"
138,2,2,"[0.0013576885685324669, 0.12217652797698975, 0.8025001883506775, 0.0739656537771225]"
139,1,3,"[2.3841828806325793e-05, 0.5073153376579285, 0.011970876716077328, 0.48068997263908386]"
140,0,0,"[0.7952587008476257, 0.18814526498317719, 0.016411613672971725, 0.000184464588528499]"
141,3,3,"[0.0010042109061032534, 0.03519222512841225, 0.00037277225055731833, 0.9634308815002441]"
142,1,1,"[0.005468202754855156, 0.9673639535903931, 0.026586215943098068, 0.0005815691547468305]"
143,0,0,"[0.8448811769485474, 0.1268618106842041, 0.025364184752106667, 0.002892912132665515]"
144,3,3,"[1.0136825039808173e-05, 0.3046611249446869, 0.014358606189489365, 0.6809701919555664]"
145,2,2,"[0.043527133762836456, 0.01216744352132082, 0.9376384615898132, 0.00666695786640048]"
146,3,3,"[1.2919384062115569e-05, 0.006806996185332537, 0.0014125928282737732, 0.9917675256729126]"
147,0,0,"[0.969595730304718, 0.027620887383818626, 0.002044620690867305, 0.000738774542696774]"
148,1,1,"[0.03792719915509224, 0.9306709170341492, 0.030056696385145187, 0.0013452541315928102]"
149,3,3,"[0.0006684410036541522, 0.01292653102427721, 0.11373970657587051, 0.8726653456687927]"
150,2,2,"[0.0004512516607064754, 0.07262121140956879, 0.919896125793457, 0.0070314654149115086]"
151,1,1,"[0.027726342901587486, 0.9396873712539673, 0.031924065202474594, 0.0006622824585065246]"
152,0,0,"[0.9720700979232788, 0.02500619925558567, 0.0028391839005053043, 8.452419569948688e-05]"
153,0,0,"[0.702206552028656, 0.045949339866638184, 0.16636501252651215, 0.08547906577587128]"
154,2,2,"[0.07887274771928787, 0.012338507920503616, 0.9074211120605469, 0.0013676132075488567]"
155,2,2,"[0.0005973034421913326, 0.011147291399538517, 0.9784819483757019, 0.009773412719368935]"
156,3,3,"[0.010108751244843006, 0.03223755955696106, 0.37874332070350647, 0.5789104104042053]"
157,3,3,"[0.00019248214084655046, 0.018305260688066483, 0.00947307888418436, 0.9720292091369629]"
158,1,1,"[0.00012876858818344772, 0.9581414461135864, 0.030665308237075806, 0.011064473539590836]"
159,3,3,"[0.001030888524837792, 0.177209734916687, 0.09691885858774185, 0.7248405814170837]"
160,1,1,"[0.0011278592282906175, 0.9967833757400513, 0.001996769802644849, 9.20090897125192e-05]"
161,3,3,"[0.013446500524878502, 0.14164194464683533, 0.19953183829784393, 0.6453797221183777]"
162,1,1,"[0.010682178661227226, 0.9677700996398926, 0.01743331365287304, 0.004114491865038872]"
163,3,3,"[0.021478410810232162, 0.008055614307522774, 0.058690961450338364, 0.9117749929428101]"
164,2,2,"[0.00895148515701294, 0.04735416918992996, 0.9434527158737183, 0.00024162683985196054]"
165,2,2,"[0.03196718916296959, 0.1589640974998474, 0.8088273406028748, 0.0002413731417618692]"
166,2,3,"[0.10287509113550186, 0.035987939685583115, 0.6715502142906189, 0.18958672881126404]"
167,2,2,"[0.0006607716786675155, 0.020793689414858818, 0.9770598411560059, 0.0014857271453365684]"
168,0,0,"[0.6107382774353027, 0.10329846292734146, 0.16942238807678223, 0.11654087156057358]"
169,3,3,"[0.0429956279695034, 0.0353001244366169, 0.075611911714077, 0.8460923433303833]"
170,0,0,"[0.6516084671020508, 0.11979610472917557, 0.02099265530705452, 0.20760276913642883]"
171,1,1,"[0.0007514436729252338, 0.8601638674736023, 0.05876802280545235, 0.08031663298606873]"
172,2,2,"[0.012040137313306332, 0.04085839167237282, 0.9153741598129272, 0.03172728046774864]"
173,0,0,"[0.8093736171722412, 0.018945788964629173, 0.15045128762722015, 0.021229328587651253]"
174,3,3,"[2.7689235139405355e-05, 0.32444465160369873, 0.007102726027369499, 0.6684249639511108]"
175,2,2,"[0.1550435572862625, 0.040676962584257126, 0.8039724826812744, 0.000306976173305884]"
176,0,0,"[0.9518230557441711, 0.046600714325904846, 0.00018627863028086722, 0.0013898711185902357]"
177,3,3,"[0.05826492980122566, 0.1546700894832611, 0.0024013782385736704, 0.7846636176109314]"
178,3,3,"[4.586693648889195e-06, 0.11088304221630096, 0.01981937140226364, 0.8692929148674011]"
179,1,1,"[8.96513884072192e-05, 0.7370557188987732, 0.008167103864252567, 0.2546875774860382]"
180,1,1,"[0.08363062143325806, 0.8873441219329834, 0.025050384923815727, 0.003974830731749535]"
181,1,1,"[0.005961054470390081, 0.9302151799201965, 0.05733250826597214, 0.0064912643283605576]"
182,3,3,"[0.0001279909338336438, 0.3491930365562439, 0.04314589872956276, 0.6075330376625061]"
183,2,2,"[3.8094342016847804e-05, 0.0016217355150729418, 0.9885672330856323, 0.009772992692887783]"
184,0,0,"[0.7497591376304626, 0.0051119886338710785, 0.24503619968891144, 9.271744784200564e-05]"
185,3,3,"[0.007005257532000542, 0.3107578754425049, 0.040846530348062515, 0.6413903832435608]"
186,2,2,"[0.07120718061923981, 0.02234933152794838, 0.9061018824577332, 0.00034158016205765307]"
187,2,2,"[0.01375559251755476, 0.011508604511618614, 0.9673230648040771, 0.007412748411297798]"
188,2,2,"[0.06717005372047424, 0.02662196010351181, 0.8967040181159973, 0.009503920562565327]"
189,1,1,"[0.0001938561472343281, 0.9086167812347412, 0.08638059347867966, 0.004808803554624319]"
190,2,2,"[8.71369120432064e-05, 0.1503823846578598, 0.6620296239852905, 0.18750083446502686]"
191,0,0,"[0.7547169923782349, 0.20523951947689056, 0.03989211097359657, 0.0001513694296590984]"
192,0,0,"[0.9337031841278076, 0.039340488612651825, 0.010288259014487267, 0.01666812226176262]"
193,2,2,"[0.0010059229098260403, 0.1725366711616516, 0.8188417553901672, 0.00761563703417778]"
194,2,2,"[0.001069926773197949, 0.28605636954307556, 0.7038801908493042, 0.008993522264063358]"
195,1,1,"[0.04075174778699875, 0.7923258543014526, 0.14208990335464478, 0.02483249455690384]"
196,1,1,"[0.0365331768989563, 0.9186950325965881, 0.04324052110314369, 0.0015313115436583757]"
197,0,0,"[0.9491050243377686, 0.0288213063031435, 0.021979108452796936, 9.449846402276307e-05]"
198,3,3,"[0.00021854597434867173, 0.27643635869026184, 0.06807217746973038, 0.655272901058197]"
199,0,0,"[0.7757231593132019, 0.11831708252429962, 0.007666519843041897, 0.0982932522892952]"
200,2,2,"[0.00014020060189068317, 0.33536744117736816, 0.5176314115524292, 0.14686095714569092]"
201,2,2,"[0.023877352476119995, 0.14613063633441925, 0.7206154465675354, 0.10937658697366714]"
202,3,3,"[0.00010965135879814625, 0.09877181798219681, 0.043672364205121994, 0.8574461936950684]"
203,0,0,"[0.9140809774398804, 0.009203553199768066, 0.07665377855300903, 6.166422099340707e-05]"
204,1,1,"[9.616946772439405e-05, 0.9436742067337036, 0.04831849783658981, 0.007911043241620064]"
205,3,3,"[0.08277083933353424, 0.06574486941099167, 0.15718060731887817, 0.694303572177887]"
206,2,2,"[0.07330797612667084, 0.00163925567176193, 0.9250306487083435, 2.2063999495003372e-05]"
207,0,0,"[0.5697850584983826, 0.35467419028282166, 0.07476043701171875, 0.0007802783511579037]"
208,1,1,"[0.0011210861848667264, 0.7016726136207581, 0.12729090452194214, 0.1699153482913971]"
209,2,2,"[0.00031714464421384037, 0.004850050434470177, 0.9938408136367798, 0.0009919942822307348]"
210,2,2,"[0.02379186823964119, 0.09701516479253769, 0.796339750289917, 0.08285325020551682]"
211,2,2,"[0.031791698187589645, 0.00747395446524024, 0.9602240920066833, 0.0005102627910673618]"
212,2,2,"[0.00044110434828326106, 0.0008036440121941268, 0.9979740977287292, 0.0007811375544406474]"
213,0,0,"[0.7545862197875977, 0.031117428094148636, 0.21390298008918762, 0.0003933788393624127]"
214,1,3,"[0.03177018463611603, 0.3932506740093231, 0.34454092383384705, 0.23043827712535858]"
215,1,1,"[0.0001481810031691566, 0.9235801696777344, 0.01838178187608719, 0.057889919728040695]"
216,3,3,"[0.008469709195196629, 0.04270666837692261, 0.25677791237831116, 0.6920457482337952]"
217,2,2,"[0.0144457733258605, 0.010393182747066021, 0.9739712476730347, 0.0011898315278813243]"
218,3,3,"[7.921554242784623e-06, 0.25008440017700195, 0.016255436465144157, 0.7336522936820984]"
219,0,0,"[0.8352183103561401, 0.1476971060037613, 0.015631159767508507, 0.0014534112997353077]"
220,0,0,"[0.972100019454956, 0.027580268681049347, 0.00015704518591519445, 0.0001627051387913525]"
221,2,2,"[5.827663335367106e-05, 0.1092584878206253, 0.5605297684669495, 0.3301534652709961]"
222,2,2,"[0.006601445376873016, 0.03199901804327965, 0.9198710918426514, 0.04152845963835716]"
223,3,3,"[0.009855831041932106, 0.060545049607753754, 0.3090154230594635, 0.6205836534500122]"
224,1,1,"[1.2697011698037386e-05, 0.8291803598403931, 0.06563827395439148, 0.1051686629652977]"
225,3,3,"[0.004407678265124559, 0.3478351831436157, 0.002923488151282072, 0.6448336243629456]"
226,1,1,"[0.11411146819591522, 0.8635272979736328, 0.020003579556941986, 0.0023576717358082533]"
227,3,3,"[0.03166480362415314, 0.2584579288959503, 0.02970976009964943, 0.6801674962043762]"
228,2,2,"[0.0024430265184491873, 0.025094175711274147, 0.9722147583961487, 0.00024812002084217966]"
229,2,2,"[5.360520663089119e-05, 0.3273380398750305, 0.552751898765564, 0.11985642462968826]"
230,1,1,"[0.00013145357661414891, 0.7093188166618347, 0.11297547072172165, 0.1775742471218109]"
231,2,2,"[0.04012548178434372, 0.04283876717090607, 0.9164389371871948, 0.0005968071636743844]"
232,3,3,"[0.176174134016037, 0.09963521361351013, 0.07499774545431137, 0.6491928696632385]"
233,1,1,"[0.025250345468521118, 0.9669607877731323, 0.0006708354339934886, 0.007118137087672949]"
234,3,3,"[0.010556746274232864, 0.09133787453174591, 0.0007777155260555446, 0.897327721118927]"
235,2,2,"[0.020113570615649223, 0.02801736444234848, 0.9486624002456665, 0.0032066109124571085]"
236,1,3,"[0.1553618460893631, 0.3710689842700958, 0.3208966851234436, 0.15267246961593628]"
237,1,1,"[8.127693945425563e-06, 0.5534707307815552, 0.013796089217066765, 0.43272510170936584]"
238,2,2,"[0.007729154545813799, 0.04644988849759102, 0.8918548822402954, 0.05396604910492897]"
239,2,2,"[0.007285426836460829, 0.08110673725605011, 0.9036729335784912, 0.007934950292110443]"
240,1,1,"[0.000838452426251024, 0.8454848527908325, 0.011028047651052475, 0.14264866709709167]"
241,3,3,"[0.2705077826976776, 0.15023428201675415, 0.13621151447296143, 0.4430464208126068]"
242,1,1,"[0.08897843211889267, 0.9083142280578613, 0.002624338259920478, 8.307114330818877e-05]"
243,0,0,"[0.6105167269706726, 0.19600766897201538, 0.19008894264698029, 0.003386628581210971]"
244,2,2,"[0.01703314110636711, 0.16419900953769684, 0.79774010181427, 0.021027805283665657]"
245,3,3,"[0.00013208969903644174, 0.12246867269277573, 0.018327362835407257, 0.8590718507766724]"
246,3,3,"[1.5114183952391613e-05, 0.09406561404466629, 0.12202058732509613, 0.7838987112045288]"
247,0,0,"[0.8799113035202026, 0.037142738699913025, 0.05981644615530968, 0.023129569366574287]"
248,1,1,"[0.053937267512083054, 0.9006269574165344, 0.034883078187704086, 0.010552681982517242]"
249,2,2,"[0.0007263000588864088, 0.08742431551218033, 0.9012255072593689, 0.01062390860170126]"
250,2,2,"[0.0011304806685075164, 0.11512448638677597, 0.8812522292137146, 0.0024928825441747904]"
251,1,1,"[0.0005016315262764692, 0.8717162013053894, 0.11960741132497787, 0.00817470159381628]"
252,3,3,"[0.0004389771493151784, 0.16903848946094513, 0.030124053359031677, 0.8003985285758972]"
253,2,2,"[0.0013900934718549252, 0.06655769795179367, 0.9168897867202759, 0.015162407420575619]"
254,3,3,"[0.0214937012642622, 0.18848805129528046, 0.342690110206604, 0.447328120470047]"
255,1,3,"[0.019454900175333023, 0.5307334661483765, 0.18711541593074799, 0.26269614696502686]"
256,2,2,"[0.015423432923853397, 0.0059469519183039665, 0.978431761264801, 0.0001978587097255513]"
257,2,2,"[0.009347076527774334, 0.19216476380825043, 0.7843213677406311, 0.014166809618473053]"
258,1,1,"[2.2468360839411616e-05, 0.9383010864257812, 0.021286703646183014, 0.04038974642753601]"
259,1,1,"[0.005209543276578188, 0.9741442203521729, 0.020549021661281586, 9.72323032328859e-05]"
260,2,2,"[0.04432458057999611, 0.007591152098029852, 0.9480465650558472, 3.764008215512149e-05]"
261,2,2,"[0.0018058852292597294, 0.0037585976533591747, 0.9929556846618652, 0.0014799010241404176]"
262,2,2,"[0.0004292003286536783, 0.005624991375952959, 0.9639272689819336, 0.030018579214811325]"
263,1,1,"[0.008629078976809978, 0.9632861614227295, 0.0006200564675964415, 0.027464764192700386]"
264,0,0,"[0.9505177140235901, 0.0014990015188232064, 0.01470260601490736, 0.03328067064285278]"
265,3,3,"[6.302989277173765e-06, 0.29027584195137024, 0.03878374025225639, 0.6709340810775757]"
266,0,0,"[0.9525516629219055, 0.004983040038496256, 0.04216064140200615, 0.00030467292526736856]"
267,2,2,"[0.004697708413004875, 0.00860645528882742, 0.9839914441108704, 0.002704378217458725]"
268,0,0,"[0.7087600231170654, 0.2887175977230072, 0.0011762030189856887, 0.0013461494818329811]"
269,1,1,"[0.3163093626499176, 0.47934892773628235, 0.05282725766301155, 0.15151447057724]"
270,2,2,"[3.1694795325165614e-05, 0.08759605884552002, 0.7780983448028564, 0.13427385687828064]"
271,0,0,"[0.8802995085716248, 0.07268951833248138, 0.04116329178214073, 0.005847720429301262]"
272,1,1,"[0.002612617565318942, 0.6898093819618225, 0.1469646841287613, 0.1606132835149765]"
273,2,2,"[0.0029094070196151733, 0.08734926581382751, 0.7354496121406555, 0.1742917001247406]"
274,0,0,"[0.8132229447364807, 0.02170327864587307, 0.16505399346351624, 1.974650876945816e-05]"
275,2,2,"[0.0016750418581068516, 0.08408398181200027, 0.913336455821991, 0.0009044444304890931]"
276,0,0,"[0.9819242358207703, 0.009874684736132622, 0.008189013227820396, 1.2105611858714838e-05]"
277,0,0,"[0.994845986366272, 0.0032409178093075752, 0.0016546298284083605, 0.0002584411413408816]"
278,1,1,"[0.00011748575343517587, 0.9528561234474182, 0.04582745209336281, 0.0011989753693342209]"
279,1,1,"[0.0343768447637558, 0.8940452933311462, 0.017433643341064453, 0.05414421856403351]"
