,pred,true,pred prob
22,1,1,"[0.00331206526607275, 0.9896624088287354, 0.006973989773541689, 5.157364648766816e-05]"
23,2,2,"[0.04933276027441025, 0.030263738706707954, 0.9197982549667358, 0.0006053053075447679]"
24,1,1,"[0.010485682636499405, 0.9870201349258423, 0.002417829353362322, 7.637216913281009e-05]"
25,1,1,"[0.000458769965916872, 0.9323522448539734, 0.0010376060381531715, 0.0661514475941658]"
26,2,2,"[0.018181294202804565, 0.006863502319902182, 0.9563237428665161, 0.018631504848599434]"
27,3,3,"[2.270288678118959e-05, 0.035261791199445724, 0.004295688588172197, 0.960419774055481]"
28,0,0,"[0.9962853193283081, 0.0015590960392728448, 0.0009824368171393871, 0.0011730900732800364]"
29,1,1,"[0.07556716352701187, 0.9061835408210754, 0.00026768253883346915, 0.017981579527258873]"
30,2,2,"[0.02285270392894745, 0.010195639915764332, 0.9668368101119995, 0.00011477736552478746]"
31,0,0,"[0.857836127281189, 0.08118409663438797, 0.05891849100589752, 0.002061296720057726]"
32,1,1,"[0.04778749868273735, 0.9341663122177124, 0.0016874808352440596, 0.01635872945189476]"
33,3,3,"[0.00033431759220547974, 0.04844900965690613, 0.0018595547880977392, 0.9493571519851685]"
34,3,3,"[0.031099746003746986, 0.031219836324453354, 0.0012592507991939783, 0.9364212155342102]"
35,1,1,"[0.0009116095607168972, 0.9556412100791931, 0.004378207493573427, 0.03906898573040962]"
36,1,1,"[0.06101233884692192, 0.9327207803726196, 0.00610389607027173, 0.0001629816397326067]"
37,2,2,"[0.07526007294654846, 0.023440392687916756, 0.9012335538864136, 6.591332930838689e-05]"
38,1,1,"[0.0005801484803669155, 0.9360983967781067, 0.013867898844182491, 0.049453530460596085]"
39,3,3,"[0.00029396466561593115, 0.022847061976790428, 0.007191862910985947, 0.9696671366691589]"
40,1,1,"[3.3066417017835192e-06, 0.9676316976547241, 0.03171365335583687, 0.000651369511615485]"
41,3,3,"[0.0008521290146745741, 0.018686655908823013, 0.0022779807914048433, 0.9781832695007324]"
42,2,2,"[0.002936389297246933, 3.726649811142124e-05, 0.9964343309402466, 0.0005920801195316017]"
43,3,3,"[0.0017710255924612284, 0.057982996106147766, 0.015610581263899803, 0.9246353507041931]"
44,0,0,"[0.8062126040458679, 0.1623271405696869, 0.030499780550599098, 0.0009604380466043949]"
45,0,0,"[0.986613929271698, 0.003805299289524555, 0.0013271617935970426, 0.00825362280011177]"
46,0,0,"[0.9723133444786072, 0.006052524317055941, 0.02157948538661003, 5.4697575251339003e-05]"
47,2,2,"[0.005150263663381338, 0.1421073079109192, 0.6742015480995178, 0.1785408854484558]"
48,2,2,"[0.018378127366304398, 0.06614544987678528, 0.9073047637939453, 0.008171651512384415]"
49,3,3,"[0.005909118335694075, 0.0013769976794719696, 1.9103392332908697e-05, 0.9926948547363281]"
50,2,2,"[0.12778644263744354, 0.0011512074852362275, 0.8700903654098511, 0.0009719614172354341]"
51,1,1,"[0.016470182687044144, 0.9615786075592041, 0.0012747601140290499, 0.020676428452134132]"
52,3,3,"[5.5043783504515886e-05, 0.017084358260035515, 0.0004538190260063857, 0.9824068546295166]"
53,3,3,"[0.0007738990825600922, 0.04490787163376808, 0.028422722592949867, 0.9258955121040344]"
54,0,0,"[0.8656191825866699, 0.006239888723939657, 0.006391775794327259, 0.12174913287162781]"
55,3,3,"[0.00014753101277165115, 0.2840881943702698, 0.0035167369060218334, 0.7122476100921631]"
56,2,2,"[0.007912068627774715, 0.42380428314208984, 0.5652716159820557, 0.0030120862647891045]"
57,2,2,"[0.005903410259634256, 0.003663503099232912, 0.9902011752128601, 0.00023198567214421928]"
58,1,1,"[0.011910629458725452, 0.8222321271896362, 0.008029576390981674, 0.15782766044139862]"
59,2,2,"[0.0002157598064513877, 0.00016009353566914797, 0.9996237754821777, 3.1370910846817424e-07]"
60,1,2,"[0.006786223500967026, 0.6373040080070496, 0.1943640261888504, 0.16154572367668152]"
61,1,1,"[0.0002760829229373485, 0.9742854237556458, 0.005343003198504448, 0.02009553276002407]"
62,1,0,"[0.3256826400756836, 0.6688258647918701, 0.004410141613334417, 0.0010813868138939142]"
63,3,3,"[0.0013849124079570174, 0.0016790098743513227, 2.721594319154974e-05, 0.9969088435173035]"
64,3,3,"[1.4313472185278897e-08, 0.0004533790925052017, 9.69958335872434e-09, 0.9995465874671936]"
65,2,2,"[0.017878465354442596, 0.21749737858772278, 0.6322489976882935, 0.13237518072128296]"
66,2,2,"[0.01305364165455103, 0.006450760178267956, 0.9804121255874634, 8.348332630703226e-05]"
67,1,1,"[0.009397975169122219, 0.9278849363327026, 0.015744773671030998, 0.046972230076789856]"
68,0,0,"[0.9777127504348755, 0.005127486307173967, 0.009569087997078896, 0.007590746972709894]"
69,2,2,"[0.006871849298477173, 0.3605892062187195, 0.5844197869300842, 0.04811913147568703]"
70,1,1,"[0.00039968403871171176, 0.8378648161888123, 0.004694908391684294, 0.15704065561294556]"
71,2,2,"[0.005824998486787081, 0.16645146906375885, 0.824333906173706, 0.0033896395470947027]"
72,2,2,"[0.06979528069496155, 0.16287866234779358, 0.7192854881286621, 0.04804049804806709]"
73,0,0,"[0.974272608757019, 0.012433856725692749, 0.008075878024101257, 0.005217700731009245]"
74,2,2,"[0.004588295239955187, 0.004517119377851486, 0.9906442165374756, 0.0002503139548934996]"
75,1,1,"[1.0898247637669556e-05, 0.9975872039794922, 0.0005801865481771529, 0.0018217326141893864]"
76,3,3,"[8.898644409782719e-06, 0.021080778911709785, 0.0007904496160335839, 0.978119969367981]"
77,1,1,"[0.005653407424688339, 0.988860011100769, 0.004117421340197325, 0.001369231496937573]"
78,1,1,"[0.0015370722394436598, 0.8725490570068359, 0.0052484311163425446, 0.12066548317670822]"
79,0,0,"[0.952589213848114, 0.0033972219098359346, 0.04399494454264641, 1.871402855613269e-05]"
80,3,3,"[0.001167420414276421, 0.01440995279699564, 0.0015542458277195692, 0.9828684329986572]"
81,1,1,"[3.502475465211319e-06, 0.9901305437088013, 0.009681903757154942, 0.0001840112527133897]"
82,1,1,"[0.0004090577131137252, 0.9792079329490662, 0.017761796712875366, 0.0026211298536509275]"
83,2,2,"[0.01218187715858221, 0.056257493793964386, 0.9264845848083496, 0.00507603632286191]"
84,3,3,"[0.000644110084977001, 0.06201732158660889, 0.005300948396325111, 0.9320376515388489]"
85,2,2,"[0.002157471375539899, 0.0008944880100898445, 0.9969447255134583, 3.322197926536319e-06]"
86,3,3,"[0.02158459648489952, 0.019252944737672806, 0.005255080759525299, 0.9539073705673218]"
87,3,3,"[0.010840896517038345, 0.032083187252283096, 0.018690206110477448, 0.9383857846260071]"
88,1,1,"[0.0001448777475161478, 0.9980624318122864, 0.0016731455689296126, 0.0001195629738504067]"
89,3,3,"[0.00036998800351284444, 0.1192145124077797, 0.013169502839446068, 0.8672460317611694]"
90,2,2,"[0.037094596773386, 0.04111079126596451, 0.9007329344749451, 0.02106166072189808]"
91,2,2,"[0.00025580389774404466, 0.013184633105993271, 0.9848012328147888, 0.0017583551816642284]"
92,3,3,"[0.0005314095178619027, 0.0012665860122069716, 0.0023519673850387335, 0.9958500862121582]"
93,0,0,"[0.9815205931663513, 0.006727857515215874, 0.011719958856701851, 3.15918296109885e-05]"
94,0,0,"[0.9740152359008789, 0.019296908751130104, 0.0003385583986528218, 0.006349217612296343]"
95,3,3,"[0.01180955395102501, 0.0775848925113678, 0.07455802708864212, 0.8360474705696106]"
96,0,0,"[0.9294990301132202, 0.056711431592702866, 0.011803429573774338, 0.0019861417822539806]"
97,2,2,"[0.01080243568867445, 0.0018462942680343986, 0.987031877040863, 0.0003194550226908177]"
98,3,3,"[0.000565548543818295, 0.4015331566333771, 0.031180519610643387, 0.566720724105835]"
99,0,0,"[0.8534582853317261, 0.02342117950320244, 0.11954174190759659, 0.003578868927434087]"
100,2,2,"[0.0026048982981592417, 0.05116818845272064, 0.9127531051635742, 0.03347381576895714]"
101,3,3,"[0.0007173029589466751, 0.12172650545835495, 0.037413448095321655, 0.8401426672935486]"
102,3,3,"[6.64811086608097e-05, 0.0004805060743819922, 3.8887374103069305e-05, 0.9994142055511475]"
103,3,3,"[0.0002733444271143526, 0.16804182529449463, 0.022229773923754692, 0.8094550967216492]"
104,0,0,"[0.9939184188842773, 0.0007584583363495767, 0.0033879962284117937, 0.0019352006493136287]"
105,3,3,"[0.0058854431845247746, 0.017704613506793976, 0.00021318478684406728, 0.9761968851089478]"
106,1,1,"[3.788065441767685e-05, 0.9980271458625793, 0.00030825211433693767, 0.0016267348546534777]"
107,0,0,"[0.9835706949234009, 0.005800449755042791, 0.00016652746126055717, 0.010462364181876183]"
108,2,2,"[0.028998199850320816, 0.45669984817504883, 0.46790236234664917, 0.0463995635509491]"
109,3,3,"[0.004926249850541353, 0.016643226146697998, 0.008157962001860142, 0.9702726006507874]"
110,0,0,"[0.9182608127593994, 0.017844468355178833, 0.0014751917915418744, 0.06241961196064949]"
111,3,3,"[0.00013928611588198692, 0.020470157265663147, 0.00031408885843120515, 0.9790765047073364]"
112,0,0,"[0.9848997592926025, 1.435928152204724e-05, 0.015085960738360882, 1.4370603373947688e-08]"
113,3,3,"[6.43793919152813e-06, 0.009503793902695179, 0.005990205332636833, 0.9844995737075806]"
114,2,2,"[0.00023802396026439965, 0.07790052890777588, 0.9051741361618042, 0.016687341034412384]"
115,2,2,"[0.008805718272924423, 0.2512785792350769, 0.7060673236846924, 0.0338483527302742]"
116,3,3,"[0.06366067379713058, 0.0008232883410528302, 4.091318987775594e-05, 0.9354750514030457]"
117,3,3,"[0.0057389154098927975, 0.01681722328066826, 0.016824161633849144, 0.9606197476387024]"
118,3,3,"[0.0022869249805808067, 0.0008296432788483799, 0.001758852507919073, 0.9951245188713074]"
119,2,2,"[0.0017609718488529325, 0.055511992424726486, 0.9400107264518738, 0.0027162418700754642]"
120,1,1,"[0.08932846039533615, 0.8920246958732605, 6.339544779621065e-05, 0.01858348213136196]"
121,0,0,"[0.8748276829719543, 0.070480115711689, 0.004114904440939426, 0.05057733133435249]"
122,2,2,"[0.026321150362491608, 0.07741902023553848, 0.8960390090942383, 0.00022087071556597948]"
123,1,1,"[0.00030273126321844757, 0.9522719979286194, 0.0015949743101373315, 0.045830223709344864]"
124,0,0,"[0.717215895652771, 0.12464916706085205, 0.12870453298091888, 0.02943047322332859]"
125,0,2,"[0.5822284817695618, 0.013455652631819248, 0.40429091453552246, 2.4993209081003442e-05]"
126,1,1,"[0.0007425991934724152, 0.9005556106567383, 0.05831177532672882, 0.0403900183737278]"
127,2,2,"[0.0005576254916377366, 0.13045863807201385, 0.8563960194587708, 0.01258770190179348]"
128,2,2,"[0.00452042231336236, 0.14770832657814026, 0.8468875885009766, 0.0008836075430735946]"
129,0,0,"[0.9860489368438721, 0.003474258119240403, 0.010467485524713993, 9.287037755711935e-06]"
130,1,1,"[0.0008546983590349555, 0.9578747153282166, 0.00415589427575469, 0.0371147058904171]"
131,2,2,"[0.001735370373353362, 0.014136833138763905, 0.9660929441452026, 0.01803494058549404]"
132,0,0,"[0.863055944442749, 0.09904882311820984, 0.00662597781047225, 0.031269218772649765]"
133,2,2,"[0.16183695197105408, 0.0038583679124712944, 0.8143524527549744, 0.01995222456753254]"
134,0,0,"[0.9147984981536865, 0.02550308220088482, 0.00278452318161726, 0.05691384896636009]"
135,3,3,"[0.0018595284782350063, 0.15652452409267426, 0.010740762576460838, 0.8308751583099365]"
136,2,2,"[0.0019651842303574085, 0.0919322818517685, 0.825800895690918, 0.08030159026384354]"
137,2,2,"[0.0463838055729866, 0.03239678964018822, 0.9192858338356018, 0.0019335831748321652]"
138,0,0,"[0.8380866050720215, 0.02129804715514183, 0.1402999460697174, 0.00031535307061858475]"
139,3,3,"[0.0010438604513183236, 0.07078302651643753, 0.0001989036099985242, 0.927974283695221]"
140,0,0,"[0.9266631603240967, 0.047661811113357544, 0.019318170845508575, 0.006356838159263134]"
141,1,1,"[0.005613412708044052, 0.9934386610984802, 1.6399679907408427e-06, 0.0009462336311116815]"
142,0,0,"[0.9633068442344666, 0.0013948112027719617, 0.035254836082458496, 4.347229696577415e-05]"
143,1,1,"[0.022293319925665855, 0.9638128876686096, 0.0018975052516907454, 0.011996378190815449]"
144,1,1,"[0.00041212173528037965, 0.9311469793319702, 0.004602417815476656, 0.06383851915597916]"
145,3,3,"[0.0012797623639926314, 0.03498910367488861, 0.006656872574239969, 0.9570742845535278]"
146,2,2,"[0.006338878534734249, 4.494933455134742e-05, 0.9936078786849976, 8.295172847283538e-06]"
147,1,1,"[0.0004375547869130969, 0.9621700048446655, 0.008055120706558228, 0.029337327927350998]"
148,3,3,"[0.022260332480072975, 0.03306269645690918, 0.030523009598255157, 0.9141539931297302]"
149,3,3,"[0.0004596106882672757, 0.04508258029818535, 0.0021296085324138403, 0.9523282051086426]"
150,2,2,"[0.0074529750272631645, 0.003926292061805725, 0.9883885979652405, 0.00023212394444271922]"
151,0,1,"[0.6045944094657898, 0.28044989705085754, 0.023284878581762314, 0.09167083352804184]"
152,3,3,"[0.00026383675867691636, 0.06084740161895752, 0.00991529319435358, 0.9289734363555908]"
153,0,0,"[0.7667811512947083, 0.18664224445819855, 0.037768516689538956, 0.0088080745190382]"
154,3,3,"[0.03791556507349014, 0.014055060222744942, 0.0058542280457913876, 0.9421752095222473]"
155,3,3,"[0.001741363201290369, 0.005512320902198553, 0.0014866292476654053, 0.991259753704071]"
156,0,0,"[0.9526872038841248, 0.0002832253521773964, 0.004084602929651737, 0.042944978922605515]"
157,3,3,"[0.03959512710571289, 0.03194211423397064, 0.018203383311629295, 0.910259485244751]"
158,1,1,"[0.010261904448270798, 0.9783283472061157, 0.00311470590531826, 0.008295003324747086]"
159,2,2,"[0.00018349237507209182, 0.17414815723896027, 0.825278103351593, 0.00039021408883854747]"
160,1,1,"[4.1800900362432e-05, 0.9197922945022583, 0.02270643599331379, 0.05745953693985939]"
161,2,2,"[0.01104732882231474, 0.00828759465366602, 0.980510413646698, 0.00015458138659596443]"
162,0,0,"[0.9372267723083496, 0.0225292406976223, 0.010665474459528923, 0.029578493908047676]"
163,2,2,"[0.0005600315053015947, 0.06527522206306458, 0.9274736642837524, 0.006691116839647293]"
164,1,1,"[0.0012572570703923702, 0.9576725363731384, 0.004047469701617956, 0.03702274337410927]"
165,3,3,"[6.979970930842683e-05, 0.00874943658709526, 0.0027277215849608183, 0.9884530901908875]"
166,3,3,"[0.0458889864385128, 0.010001502931118011, 0.00032904045656323433, 0.9437804818153381]"
167,1,1,"[0.0007534114993177354, 0.8502471446990967, 0.0055619399063289165, 0.14343750476837158]"
168,1,1,"[0.051673341542482376, 0.6225895881652832, 0.21589547395706177, 0.10984162986278534]"
169,3,3,"[0.0006897876737639308, 0.43299493193626404, 0.0007021204801276326, 0.5656132102012634]"
170,1,1,"[0.11312248557806015, 0.8799059391021729, 0.006931194104254246, 4.0408383938483894e-05]"
171,1,1,"[0.032560642808675766, 0.7875367999076843, 0.0033117947168648243, 0.17659077048301697]"
172,3,3,"[0.0013883158098906279, 0.03294842317700386, 0.016645163297653198, 0.9490181803703308]"
173,1,1,"[0.0008057911181822419, 0.8933610320091248, 0.05980726331472397, 0.046025924384593964]"
174,0,0,"[0.8617653250694275, 0.039996325969696045, 0.035181134939193726, 0.06305719166994095]"
175,3,3,"[0.00016884010983631015, 0.007563605904579163, 0.004127714782953262, 0.9881397485733032]"
176,1,1,"[0.0382537879049778, 0.954241156578064, 0.004707382991909981, 0.0027976487763226032]"
177,2,2,"[0.041390158236026764, 0.0028140279464423656, 0.9556090831756592, 0.00018671592988539487]"
178,0,0,"[0.9189445376396179, 0.009518347680568695, 0.001729315146803856, 0.06980787217617035]"
179,2,2,"[0.09047938883304596, 0.012218036688864231, 0.8972643613815308, 3.822522921836935e-05]"
180,1,1,"[0.02652738057076931, 0.9718701839447021, 0.0006341282278299332, 0.0009683124953880906]"
181,1,1,"[0.03542564809322357, 0.8361153602600098, 0.05947035551071167, 0.0689886286854744]"
182,3,3,"[0.00664881244301796, 0.00013053340080659837, 0.0009916172130033374, 0.9922289252281189]"
183,0,0,"[0.9847870469093323, 0.002302168868482113, 0.008060194551944733, 0.00485060503706336]"
184,1,1,"[0.17827579379081726, 0.7894954085350037, 0.00024067377671599388, 0.03198816627264023]"
185,3,3,"[0.007838612422347069, 0.04310851916670799, 0.0047115786001086235, 0.944341242313385]"
186,3,3,"[0.0004181838594377041, 0.015796437859535217, 0.05525628477334976, 0.9285290241241455]"
187,3,3,"[0.015167063102126122, 0.0006743452977389097, 0.00869196280837059, 0.9754666090011597]"
188,0,0,"[0.9754058122634888, 0.005231073126196861, 0.019347738474607468, 1.5419094779645093e-05]"
189,3,3,"[0.0036491008941084146, 0.1195710226893425, 0.013639667071402073, 0.8631402254104614]"
190,2,2,"[0.011464221403002739, 0.00185827212408185, 0.9856347441673279, 0.0010428098030388355]"
191,3,3,"[0.012068471871316433, 0.0008173213573172688, 0.00015777444059494883, 0.9869563579559326]"
192,2,2,"[0.017295539379119873, 0.00032846166868694127, 0.9823638200759888, 1.218715260620229e-05]"
193,2,2,"[0.003875024849548936, 0.001171917887404561, 0.9945753812789917, 0.0003777018573600799]"
194,3,3,"[0.1179882064461708, 0.1183406263589859, 0.009372229687869549, 0.7542989253997803]"
195,1,1,"[0.0010589358862489462, 0.7062556147575378, 0.01163728628307581, 0.2810482084751129]"
196,3,3,"[0.029330268502235413, 0.06213387846946716, 0.014692360535264015, 0.893843412399292]"
197,3,3,"[0.00035697154817171395, 0.18477848172187805, 0.013062195852398872, 0.8018022775650024]"
198,2,2,"[0.025340264663100243, 0.013791723176836967, 0.9597093462944031, 0.00115871278103441]"
199,1,1,"[7.617088704137132e-05, 0.9930199980735779, 0.0037374228704720736, 0.0031663179397583008]"
200,0,0,"[0.9639604091644287, 0.009568282403051853, 0.0018381248228251934, 0.02463313192129135]"
201,3,3,"[1.9502779196045594e-06, 0.0011018392397090793, 4.147014988120645e-05, 0.9988547563552856]"
202,3,1,"[0.03604348003864288, 0.4525141417980194, 0.0013231949415057898, 0.5101191401481628]"
203,3,3,"[0.0016995297046378255, 0.024478795006871223, 0.02266729064285755, 0.951154351234436]"
204,0,0,"[0.9670084714889526, 0.007404096890240908, 0.02556495927274227, 2.2431948309531435e-05]"
205,2,2,"[0.003348337486386299, 0.1729244589805603, 0.6937556862831116, 0.1299714893102646]"
206,2,2,"[0.00020122389832977206, 0.04502531513571739, 0.912082314491272, 0.04269107058644295]"
207,1,1,"[0.00024689827114343643, 0.9077114462852478, 0.016054920852184296, 0.07598673552274704]"
208,2,2,"[8.113776857499033e-06, 0.019881248474121094, 0.9754605889320374, 0.004650070331990719]"
209,1,1,"[0.016492627561092377, 0.8474811911582947, 0.10869354754686356, 0.027332590892910957]"
210,2,2,"[0.04117656871676445, 0.0011462172260507941, 0.9576478004455566, 2.9422653824440204e-05]"
211,3,3,"[0.0004898161860182881, 0.013777323067188263, 0.007684505078941584, 0.9780483245849609]"
212,1,1,"[0.0025317345280200243, 0.7783243060112, 0.14069905877113342, 0.07844489067792892]"
213,2,2,"[0.003250495530664921, 0.0004497776390053332, 0.9962998032569885, 2.247620756179458e-08]"
214,2,2,"[0.0012188622495159507, 0.024223726242780685, 0.9711860418319702, 0.0033713423181325197]"
215,2,2,"[0.0005965224700048566, 0.014567400328814983, 0.9842851758003235, 0.0005508498288691044]"
216,0,0,"[0.8189588785171509, 0.06447211652994156, 0.04718960076570511, 0.06937937438488007]"
217,2,2,"[0.13351933658123016, 0.00861540250480175, 0.8511989116668701, 0.006666313391178846]"
218,1,1,"[0.001439475454390049, 0.9616402387619019, 0.003534924704581499, 0.03338536620140076]"
219,1,1,"[0.18740727007389069, 0.7915966510772705, 0.0014739963226020336, 0.01952209509909153]"
220,2,2,"[0.06522184610366821, 0.006112466566264629, 0.9103337526321411, 0.018331971019506454]"
221,0,0,"[0.9837778806686401, 0.0049976748414337635, 0.010818781331181526, 0.0004057274491060525]"
222,3,3,"[0.004472803790122271, 0.19728638231754303, 0.017291992902755737, 0.78094881772995]"
223,1,1,"[0.0005924975266680121, 0.9885631799697876, 0.00254825665615499, 0.008296115323901176]"
224,3,3,"[0.491627037525177, 0.002182491822168231, 0.011046781204640865, 0.49514371156692505]"
225,3,3,"[0.016168322414159775, 0.002110739704221487, 0.0006340605905279517, 0.981086790561676]"
226,0,0,"[0.9579375982284546, 0.0096924789249897, 0.003968891687691212, 0.028401071205735207]"
227,1,1,"[0.2707737386226654, 0.45650434494018555, 0.011097735725343227, 0.2616242468357086]"
228,3,3,"[0.0008093169890344143, 0.41101184487342834, 0.024614039808511734, 0.5635647773742676]"
229,0,0,"[0.9398664832115173, 0.027460452169179916, 0.0057191685773432255, 0.026953991502523422]"
230,2,2,"[0.018518410623073578, 0.015409670770168304, 0.9621328115463257, 0.003939008805900812]"
231,3,3,"[0.00010974600445479155, 0.007870504632592201, 7.991885649971664e-05, 0.9919398427009583]"
232,1,1,"[0.00039824412669986486, 0.9520461559295654, 0.002409430220723152, 0.04514620453119278]"
233,0,0,"[0.8224359154701233, 0.01691201515495777, 0.16013862192630768, 0.0005134071107022464]"
234,1,1,"[0.18820911645889282, 0.760928750038147, 0.00022682693088427186, 0.05063532665371895]"
235,1,1,"[0.01891232840716839, 0.9546931385993958, 0.008458406664431095, 0.017936022952198982]"
236,1,1,"[0.002614162862300873, 0.9718566536903381, 0.016657652333378792, 0.008871568366885185]"
237,0,0,"[0.9977623224258423, 0.0005631878739222884, 0.0016659910324960947, 8.475164577248506e-06]"
238,1,1,"[0.003264013212174177, 0.9181128740310669, 0.06333641707897186, 0.01528677623718977]"
239,1,1,"[0.09617384523153305, 0.8260838985443115, 0.07746366411447525, 0.00027854644577018917]"
240,0,0,"[0.910605788230896, 0.00012015399988740683, 0.07559184730052948, 0.013682188466191292]"
241,1,1,"[0.05110782012343407, 0.9281623363494873, 0.0070282272063195705, 0.013701596297323704]"
242,1,1,"[0.006685555446892977, 0.8870959281921387, 0.004231324885040522, 0.10198713093996048]"
243,1,1,"[3.736138387466781e-05, 0.9898221492767334, 0.009764373302459717, 0.0003761223051697016]"
244,2,2,"[0.000122110330266878, 0.03703930974006653, 0.9227063655853271, 0.040132228285074234]"
245,1,1,"[0.00045194331323727965, 0.95709627866745, 0.007885489612817764, 0.03456630930304527]"
246,0,0,"[0.9550268054008484, 0.01736333593726158, 0.02661551721394062, 0.0009942813776433468]"
247,1,1,"[4.3130043195560575e-05, 0.9975318908691406, 0.0011805822141468525, 0.0012442806037142873]"
248,0,0,"[0.8996396660804749, 0.02914193831384182, 0.011084218509495258, 0.06013420596718788]"
249,1,1,"[0.07250556349754333, 0.9106667637825012, 0.005404462106525898, 0.011423219926655293]"
250,1,2,"[0.0015915752155706286, 0.5024163722991943, 0.4620272219181061, 0.0339648611843586]"
251,1,1,"[0.0010960281360894442, 0.8393516540527344, 0.0022775232791900635, 0.1572747677564621]"
252,2,2,"[0.3461303412914276, 0.0036830981262028217, 0.6428328156471252, 0.007353769149631262]"
253,0,0,"[0.9995323419570923, 0.0002488484315108508, 0.00021823172573931515, 5.933145530434558e-07]"
254,1,1,"[0.3612080216407776, 0.5478982925415039, 0.008112016133964062, 0.08278164267539978]"
255,2,2,"[0.009015059098601341, 0.017739875242114067, 0.9677500128746033, 0.005495045799762011]"
256,3,3,"[0.0004911301075480878, 0.014660878106951714, 0.006537518929690123, 0.9783104658126831]"
257,1,1,"[0.000176338100573048, 0.9871457815170288, 0.007276427466422319, 0.005401519127190113]"
258,2,2,"[4.044235174660571e-05, 0.0034222479443997145, 0.9965356588363647, 1.7129555089923088e-06]"
259,2,2,"[0.021174045279622078, 0.14387130737304688, 0.7885404229164124, 0.04641422629356384]"
260,0,0,"[0.9327713847160339, 0.014101697131991386, 0.0048546805046498775, 0.04827225208282471]"
261,3,3,"[3.941072918678401e-06, 0.008726133964955807, 0.0010656540980562568, 0.9902043342590332]"
262,1,1,"[0.025869466364383698, 0.91830974817276, 0.022569699212908745, 0.033251117914915085]"
263,1,1,"[0.00021113274851813912, 0.980275571346283, 0.017406556755304337, 0.002106762956827879]"
264,2,2,"[0.00025989668210968375, 0.0226405281573534, 0.9761800765991211, 0.0009195553720928729]"
265,3,3,"[0.025738487020134926, 0.00037420494481921196, 5.069717735750601e-05, 0.9738367199897766]"
266,2,2,"[0.0012775907525792718, 0.005427567753940821, 0.9762656092643738, 0.017029205337166786]"
267,2,0,"[0.32104402780532837, 0.0003295929345767945, 0.6785486936569214, 7.768136856611818e-05]"
268,3,3,"[0.007724188268184662, 0.044288188219070435, 0.01790338195860386, 0.930084228515625]"
269,3,3,"[0.01939374953508377, 0.0029011056758463383, 0.002190761500969529, 0.9755143523216248]"
270,2,2,"[0.0007387856603600085, 0.03077666647732258, 0.9583551287651062, 0.010129344649612904]"
271,1,1,"[0.001481143175624311, 0.8557048439979553, 0.05273376777768135, 0.09008023142814636]"
272,0,0,"[0.9628913998603821, 0.03275886923074722, 0.00017885530542116612, 0.0041708690114319324]"
273,2,2,"[0.07880249619483948, 0.04503343999385834, 0.8761175870895386, 4.649059337680228e-05]"
274,0,0,"[0.8911821842193604, 0.0144382044672966, 0.012790222652256489, 0.08158939331769943]"
275,0,0,"[0.9578897356987, 0.004998626187443733, 0.037099238485097885, 1.2454946954676416e-05]"
276,1,1,"[0.0007722792797721922, 0.9621080756187439, 0.004950160626322031, 0.03216945379972458]"
277,2,2,"[0.001485359389334917, 0.0027507783379405737, 0.9957459568977356, 1.7966318409889936e-05]"
