,pred,true,pred prob
117,1,1,"[0.024827241897583008, 0.9049590826034546, 0.0017219819128513336, 0.068491630256176]"
118,1,1,"[0.0037243906408548355, 0.9169645309448242, 0.008198118768632412, 0.07111291587352753]"
119,3,3,"[0.001734416582621634, 0.07266075164079666, 0.00831720419228077, 0.9172875881195068]"
120,0,0,"[0.9296534657478333, 0.025029515847563744, 0.01563885435461998, 0.02967824414372444]"
121,2,2,"[0.01040600799024105, 0.0029872641898691654, 0.9854264259338379, 0.0011802847729995847]"
122,2,2,"[0.005094688385725021, 0.08169841021299362, 0.9124612808227539, 0.0007456409512087703]"
123,1,1,"[0.01720583811402321, 0.913801372051239, 0.0004462633514776826, 0.06854647397994995]"
124,3,3,"[0.003317410359159112, 0.047121185809373856, 0.006919720210134983, 0.9426416754722595]"
125,2,2,"[0.017393039539456367, 0.002991100074723363, 0.9288809895515442, 0.05073494091629982]"
126,0,0,"[0.8831332325935364, 0.00913854967802763, 0.096595399081707, 0.011132809333503246]"
127,0,0,"[0.95396488904953, 0.04508495703339577, 0.0005737916217185557, 0.0003763789136428386]"
128,3,3,"[0.0070029255002737045, 0.12263546139001846, 0.0009031505906023085, 0.8694584965705872]"
129,3,3,"[0.013328487053513527, 0.028423532843589783, 0.03494987264275551, 0.923298180103302]"
130,2,2,"[0.041342321783304214, 0.0038841592613607645, 0.9525057673454285, 0.0022677748929709196]"
131,0,0,"[0.8791771531105042, 0.022442476823925972, 0.09809335321187973, 0.0002870247990358621]"
132,3,3,"[0.0012052454985678196, 0.028557488694787025, 0.12180550396442413, 0.8484317660331726]"
133,3,3,"[0.011162776499986649, 0.07497280836105347, 0.0030126580968499184, 0.9108517169952393]"
134,1,1,"[0.00280877947807312, 0.833092987537384, 0.031857188791036606, 0.13224102556705475]"
135,3,3,"[0.0029688049107789993, 0.001075145904906094, 4.502539013628848e-05, 0.9959110021591187]"
136,1,1,"[0.03437754139304161, 0.8960835337638855, 0.06527548283338547, 0.004263497889041901]"
137,2,2,"[0.006584888324141502, 0.006109601352363825, 0.9871279001235962, 0.00017759711772669107]"
138,1,1,"[0.01215559896081686, 0.7715969681739807, 0.04839218780398369, 0.16785526275634766]"
139,3,3,"[0.005034877452999353, 0.018862880766391754, 0.005395905114710331, 0.9707064032554626]"
140,0,0,"[0.7636399865150452, 0.08593418449163437, 0.15013329684734344, 0.0002925681183114648]"
141,1,1,"[0.0060570077039301395, 0.9503088593482971, 0.007633979432284832, 0.0360000804066658]"
142,3,3,"[0.08971911668777466, 0.05807706341147423, 0.011552911251783371, 0.8406508564949036]"
143,1,1,"[0.09831339120864868, 0.7904388308525085, 0.10307302325963974, 0.008174700662493706]"
144,3,3,"[0.008469666354358196, 0.018868979066610336, 0.051279518753290176, 0.9213818907737732]"
145,3,3,"[0.0026453507598489523, 0.08009462803602219, 0.00027311028679832816, 0.916986882686615]"
146,0,0,"[0.7073432803153992, 0.08122679591178894, 0.1990426629781723, 0.01238730177283287]"
147,3,3,"[0.042513854801654816, 0.008765454404056072, 0.0003084370109718293, 0.9484121799468994]"
148,3,3,"[0.00012440304271876812, 0.03150413930416107, 0.004751634784042835, 0.9636198878288269]"
149,3,3,"[0.014619824476540089, 0.0010567682329565287, 0.00010186443978454918, 0.9842215776443481]"
150,0,0,"[0.8248002529144287, 0.037448056042194366, 0.010505402460694313, 0.12724627554416656]"
151,0,0,"[0.7075988054275513, 0.16005989909172058, 0.039731379598379135, 0.09260992705821991]"
152,2,2,"[0.00011524334695423022, 0.029170023277401924, 0.9560526609420776, 0.014662080444395542]"
153,3,3,"[0.0019189277663826942, 0.03315694257616997, 0.019428672268986702, 0.9454954862594604]"
154,0,0,"[0.6094895601272583, 0.07826966047286987, 0.2150365561246872, 0.09720417112112045]"
155,0,0,"[0.8431591987609863, 0.14288051426410675, 0.0011455666972324252, 0.012814716435968876]"
156,0,0,"[0.5122786164283752, 0.4710572361946106, 0.005782275926321745, 0.010881965048611164]"
157,1,1,"[0.0011190717341378331, 0.8487957715988159, 0.08269985020160675, 0.06738538295030594]"
158,1,1,"[0.0014125490561127663, 0.7290806770324707, 0.010595190338790417, 0.2589115798473358]"
159,2,2,"[0.0032527674920856953, 0.0022002786863595247, 0.9944711923599243, 7.574806659249589e-05]"
160,2,2,"[0.010709106922149658, 0.024278519675135612, 0.929031252861023, 0.03598111495375633]"
161,1,1,"[0.04516276344656944, 0.9006376266479492, 0.035597968846559525, 0.0186016745865345]"
162,3,3,"[0.010408323258161545, 0.0007123200921341777, 2.0786075765499845e-05, 0.9888585805892944]"
163,2,0,"[0.47114166617393494, 0.0003139630425721407, 0.5212740302085876, 0.0072703915648162365]"
164,1,0,"[0.411719411611557, 0.4430428147315979, 0.1269889771938324, 0.018248824402689934]"
165,2,2,"[0.025498177856206894, 0.050663433969020844, 0.9214401841163635, 0.0023982683196663857]"
166,3,3,"[0.033006180077791214, 0.05120544508099556, 0.0008852853788994253, 0.9149030447006226]"
167,2,2,"[0.01242274884134531, 0.06372912228107452, 0.9203488826751709, 0.0034992583096027374]"
168,0,0,"[0.7153021097183228, 0.00216500461101532, 0.032719019800424576, 0.24981386959552765]"
169,2,2,"[0.00195588287897408, 0.00027230169507674873, 0.997728168964386, 4.370255919639021e-05]"
170,2,2,"[0.01047735009342432, 0.10403324663639069, 0.8848872184753418, 0.000602110696490854]"
171,1,1,"[0.010106413625180721, 0.9571956396102905, 0.005847718100994825, 0.026850225403904915]"
172,1,1,"[0.0002819450164679438, 0.8304745554924011, 0.01672016829252243, 0.15252329409122467]"
173,3,3,"[0.0036416274961084127, 0.007497746497392654, 0.004140210337936878, 0.9847203493118286]"
174,0,0,"[0.955451250076294, 0.004876713268458843, 4.577280196826905e-05, 0.03962619602680206]"
175,1,1,"[0.07521645724773407, 0.8449804186820984, 0.06147017329931259, 0.01833292841911316]"
176,0,0,"[0.8396665453910828, 0.01224669348448515, 0.0386447049677372, 0.10944205522537231]"
177,0,0,"[0.7467506527900696, 0.1834384799003601, 0.04197680205106735, 0.02783399447798729]"
178,1,1,"[0.002718723379075527, 0.949068009853363, 0.02275688946247101, 0.025456439703702927]"
179,2,2,"[0.12272671610116959, 0.012202810496091843, 0.834755003452301, 0.030315449461340904]"
180,1,1,"[0.07823294401168823, 0.8766627907752991, 0.0010003817733377218, 0.04410385712981224]"
181,2,2,"[0.05434184893965721, 0.002302514621987939, 0.943117618560791, 0.00023802703071851283]"
182,2,2,"[0.002353540388867259, 0.07225503772497177, 0.8933019042015076, 0.032089464366436005]"
183,3,3,"[0.004909036681056023, 0.006292189471423626, 0.010048391297459602, 0.9787503480911255]"
184,3,3,"[0.00016945686365943402, 0.022353513166308403, 0.013451655395328999, 0.9640254378318787]"
185,3,3,"[4.0275550418300554e-05, 0.006708602886646986, 0.0010858788155019283, 0.9921653270721436]"
186,2,2,"[0.016414709389209747, 0.030464984476566315, 0.9504954218864441, 0.002624846063554287]"
187,1,1,"[0.006607642397284508, 0.9777381420135498, 0.010534822009503841, 0.0051193987019360065]"
188,2,2,"[0.0011191830271854997, 0.07449141144752502, 0.8245986104011536, 0.09979080408811569]"
189,2,2,"[0.044436514377593994, 0.04682525247335434, 0.9074429869651794, 0.0012952202232554555]"
190,2,2,"[0.01614086702466011, 6.329096504487097e-05, 0.9837329983711243, 6.291898898780346e-05]"
191,3,3,"[0.06699571013450623, 0.0342804379761219, 0.0005734984297305346, 0.8981503248214722]"
192,2,2,"[0.06816250830888748, 0.002531199250370264, 0.928658127784729, 0.0006481462041847408]"
193,2,2,"[0.0002495250664651394, 0.02210875414311886, 0.956912100315094, 0.020729735493659973]"
194,0,0,"[0.7369579672813416, 0.019129304215312004, 0.23566924035549164, 0.008243491873145103]"
195,0,0,"[0.9230945706367493, 0.031026901677250862, 0.031242255121469498, 0.014636262319982052]"
196,3,3,"[0.0046529327519237995, 0.009015361778438091, 0.002984922379255295, 0.9833468198776245]"
197,0,0,"[0.8732596039772034, 0.014981906861066818, 0.11157912015914917, 0.00017934465722646564]"
198,3,3,"[0.0002538689295761287, 0.08466372638940811, 0.0015132022090256214, 0.9135692119598389]"
199,0,0,"[0.9347565174102783, 0.003579301992431283, 0.014881557784974575, 0.046782609075307846]"
200,0,0,"[0.9185930490493774, 0.019886163994669914, 0.0424363948404789, 0.019084446132183075]"
201,2,2,"[0.006759372074157, 0.01902162656188011, 0.9401188492774963, 0.03410017490386963]"
202,2,2,"[0.01854829117655754, 0.006309266667813063, 0.9254152774810791, 0.04972712695598602]"
203,1,1,"[0.006236874498426914, 0.7029370665550232, 0.0427681989967823, 0.24805784225463867]"
204,1,1,"[0.03732893988490105, 0.9577032327651978, 5.7139634009217843e-05, 0.004910721909254789]"
205,3,3,"[0.008664277382194996, 0.07894319295883179, 0.0005783970700576901, 0.9118141531944275]"
206,2,2,"[0.08023527264595032, 0.009385933168232441, 0.8414101600646973, 0.06896854937076569]"
207,2,2,"[0.00021064889733679593, 0.02625909633934498, 0.8700047731399536, 0.10352542996406555]"
208,3,3,"[0.025583602488040924, 0.13838209211826324, 0.0038692806847393513, 0.8321649432182312]"
209,2,2,"[0.04548089951276779, 0.0029088305309414864, 0.9360682368278503, 0.015542046166956425]"
210,1,1,"[0.062462277710437775, 0.8953405022621155, 0.00020536003285087645, 0.04199180752038956]"
211,1,1,"[0.05389207974076271, 0.9353320598602295, 0.0019142704550176859, 0.008861560374498367]"
212,0,0,"[0.8911448121070862, 0.07756806164979935, 0.010040693916380405, 0.021246405318379402]"
213,0,0,"[0.7959620952606201, 0.06452902406454086, 0.06475692242383957, 0.07475201040506363]"
214,0,0,"[0.572407603263855, 0.0023693344555795193, 0.4249178469181061, 0.00030523218447342515]"
215,3,3,"[0.0005148882046341896, 0.019073480740189552, 0.00011979624105151743, 0.9802917838096619]"
216,1,1,"[0.0033066729083657265, 0.8942922353744507, 0.007605543825775385, 0.0947955995798111]"
217,3,3,"[0.0003207619593013078, 0.013826885260641575, 0.004810583312064409, 0.9810417294502258]"
218,2,2,"[5.756085010943934e-05, 0.007845708169043064, 0.9920567870140076, 3.990230834460817e-05]"
219,0,0,"[0.8505319952964783, 0.0420231930911541, 0.08666818588972092, 0.02077670767903328]"
220,2,2,"[0.033242419362068176, 0.014329388737678528, 0.9513424038887024, 0.001085868221707642]"
221,1,1,"[0.004855680279433727, 0.9803174734115601, 0.0004688343033194542, 0.014358066022396088]"
222,3,3,"[0.001192731549963355, 0.009515462443232536, 0.008918756619095802, 0.9803730249404907]"
223,3,3,"[0.0015965733909979463, 0.043623462319374084, 0.0017546488670632243, 0.9530253410339355]"
224,2,2,"[0.003266790648922324, 0.0005511489580385387, 0.9948152899742126, 0.0013667306629940867]"
225,0,0,"[0.8424933552742004, 0.04624760523438454, 0.06777482479810715, 0.04348423331975937]"
226,1,1,"[0.003208079608157277, 0.9213378429412842, 0.034034229815006256, 0.04141984507441521]"
227,1,1,"[0.01147836446762085, 0.9536998867988586, 0.013656891882419586, 0.021164892241358757]"
228,1,1,"[0.025417739525437355, 0.9495394229888916, 0.006238006986677647, 0.018804877996444702]"
229,1,1,"[0.014309031888842583, 0.8724575638771057, 0.058918919414281845, 0.05431440472602844]"
230,0,0,"[0.5080408453941345, 0.1759856641292572, 0.14418098330497742, 0.17179250717163086]"
231,1,1,"[0.03628915175795555, 0.863252580165863, 0.06269862502813339, 0.037759602069854736]"
232,3,3,"[0.036232948303222656, 0.17452414333820343, 0.05955234169960022, 0.7296905517578125]"
233,0,0,"[0.9116222858428955, 0.06483522057533264, 0.020465204492211342, 0.00307726813480258]"
234,2,2,"[0.04913771152496338, 0.032509393990039825, 0.9095029830932617, 0.008849943056702614]"
235,3,3,"[0.005857515148818493, 0.05885672941803932, 0.00027223769575357437, 0.935013473033905]"
236,2,2,"[0.0023487869184464216, 0.0033421472180634737, 0.9942317605018616, 7.73278225096874e-05]"
237,3,3,"[0.0005303163779899478, 0.0076215509325265884, 0.005689050070941448, 0.9861590266227722]"
238,2,2,"[0.00017059390665963292, 0.02387647144496441, 0.9221433401107788, 0.05380953848361969]"
239,1,1,"[0.00039904058212414384, 0.8244420289993286, 0.0026092566549777985, 0.17254965007305145]"
240,2,2,"[0.006686665117740631, 0.006986198481172323, 0.9721055626869202, 0.014221648685634136]"
241,2,2,"[0.0035851807333528996, 0.012254550121724606, 0.9763897061347961, 0.007770564407110214]"
242,1,1,"[0.0011912378249689937, 0.7842890024185181, 0.19518987834453583, 0.019329937174916267]"
243,2,2,"[0.01836550235748291, 0.0014705746434628963, 0.9800387024879456, 0.00012520846212282777]"
244,2,2,"[0.001678675296716392, 0.0014740671031177044, 0.9953826069831848, 0.0014646273339167237]"
245,0,0,"[0.9582065939903259, 0.011379895731806755, 0.012110687792301178, 0.018302850425243378]"
246,3,3,"[0.021759625524282455, 0.0285065695643425, 0.0038218405097723007, 0.9459119439125061]"
247,1,1,"[0.0010590750025585294, 0.9424028992652893, 0.0005646441713906825, 0.055973391979932785]"
248,0,0,"[0.7566290497779846, 0.001566534978337586, 0.24062183499336243, 0.0011825829278677702]"
249,1,1,"[0.0655054897069931, 0.9118888974189758, 0.014131343923509121, 0.008474275469779968]"
250,1,1,"[0.0011035159695893526, 0.7404856085777283, 0.0019924642983824015, 0.2564184069633484]"
251,3,3,"[0.0009427837794646621, 0.04902071878314018, 0.004644415806978941, 0.9453921318054199]"
252,3,3,"[2.2031645130482502e-05, 0.006860294844955206, 0.00020558493270073086, 0.9929121136665344]"
253,2,2,"[0.018335916101932526, 0.17369584739208221, 0.7701612114906311, 0.03780704364180565]"
254,1,1,"[0.03137969225645065, 0.7844827175140381, 0.02197279781103134, 0.16216476261615753]"
255,2,2,"[0.011230367235839367, 0.045060623437166214, 0.9391962885856628, 0.0045127528719604015]"
256,1,1,"[0.023920264095067978, 0.882889449596405, 0.09170818328857422, 0.0014821034856140614]"
257,0,0,"[0.9501893520355225, 0.039685919880867004, 0.002342658583074808, 0.007782090920954943]"
258,2,2,"[0.0006731338798999786, 0.02574516087770462, 0.9673089981079102, 0.006272724363952875]"
259,3,3,"[0.01165621355175972, 0.018191391602158546, 0.00028645581915043294, 0.9698659181594849]"
260,3,3,"[0.0006829990306869149, 0.07036250829696655, 0.005784747656434774, 0.923169732093811]"
261,0,0,"[0.8636497259140015, 0.012789777480065823, 0.11947274208068848, 0.0040877764113247395]"
262,3,3,"[0.0015357561642304063, 0.015954868867993355, 0.000813676102552563, 0.9816956520080566]"
263,3,3,"[0.0067540425807237625, 0.00421579135581851, 0.0006515284767374396, 0.988378643989563]"
264,0,0,"[0.6967268586158752, 0.2004789412021637, 0.004545794799923897, 0.09824846684932709]"
265,2,0,"[0.38102981448173523, 0.0029649443458765745, 0.6157035827636719, 0.0003016526170540601]"
266,1,1,"[0.00395419355481863, 0.9185108542442322, 0.025806903839111328, 0.051728036254644394]"
267,2,2,"[0.019218074157834053, 0.03928964585065842, 0.9238978624343872, 0.017594415694475174]"
268,1,1,"[0.021453799679875374, 0.9714293479919434, 0.00011775051098084077, 0.0069992016069591045]"
269,1,1,"[0.0025283985305577517, 0.9058195948600769, 0.0021386640146374702, 0.08951332420110703]"
270,0,0,"[0.8486121892929077, 0.024211760610342026, 0.03939049690961838, 0.08778553456068039]"
271,0,0,"[0.8970419764518738, 0.0006573788705281913, 0.06311100721359253, 0.03918968141078949]"
272,0,0,"[0.6022246479988098, 0.0028493953868746758, 0.3932894170284271, 0.0016366195632144809]"
273,2,2,"[0.0027665256056934595, 0.04407794773578644, 0.9285938143730164, 0.02456173673272133]"
274,2,2,"[0.09697776287794113, 0.0025558171328157187, 0.7969964742660522, 0.10346987843513489]"
275,2,2,"[0.02960122376680374, 0.00010115961777046323, 0.9702409505844116, 5.6755794503260404e-05]"
276,0,0,"[0.95328688621521, 0.025293806567788124, 0.019275572150945663, 0.0021437399554997683]"
277,3,3,"[0.002286977134644985, 0.03644515201449394, 0.008136231452226639, 0.9531316757202148]"
278,0,0,"[0.7670853137969971, 0.004715133924037218, 0.22119738161563873, 0.007002158090472221]"
279,2,2,"[0.03437330573797226, 0.020224547013640404, 0.9449468851089478, 0.00045529540511779487]"
